"obs","date","hour","period","cage","video","camera","scorer","is.fasting.trial","fasted.bats","actor","receiver","behav","h.start","min.start","sec.start","h.end","min.end","sec.end","duration","notes","switch","latency"
"2019.09.16_2100 bscs_bes g",2019-09-16,"2100",1568685117,"big_cage","CH02_2019-09-16_20_47_32__20_55_54.mp4",2,"imran",FALSE,"none","bscs","bes","g",21,51,57,21,52,5,8,NA,1,31.05
"2019.09.16_2100 bes_bscs g",2019-09-16,"2100",1568685141,"big_cage","CH02_2019-09-16_20_47_32__20_55_54.mp4",2,"imran",FALSE,"none","bes","bscs","g",21,52,21,21,52,51,30,NA,0,0.4
"2019.09.16_2100 bscs_bes g",2019-09-16,"2100",1568685141,"big_cage","CH02_2019-09-16_20_47_32__20_55_54.mp4",2,"imran",FALSE,"none","bscs","bes","g",21,52,21,21,52,51,30,NA,0,0.4
"2019.09.16_2100 bes_bscs g",2019-09-16,"2100",1568685187,"big_cage","CH02_2019-09-16_20_47_32__20_55_54.mp4",2,"imran",FALSE,"none","bes","bscs","g",21,53,7,21,53,16,9,NA,0,1.16666666666667
"2019.09.16_2100 bscs_bes g",2019-09-16,"2100",1568685189,"big_cage","CH02_2019-09-16_20_47_32__20_55_54.mp4",2,"imran",FALSE,"none","bscs","bes","g",21,53,9,21,53,16,7,NA,0,1.2
"2019.09.17_0400 bd_uri g",2019-09-17,"0400",1568707370,"big_cage","CH02_2019-09-17_04_01_28__04_09_50.mp4",2,"imran",FALSE,"none","bd","uri","g",4,2,50,4,6,0,190,NA,1,385.9
"2019.09.17_0400 bxdlx_cfd g",2019-09-17,"0400",1568709382,"big_cage","CH02_2019-09-17_04_34_57__04_43_19.mp4",2,"imran",FALSE,"none","bxdlx","cfd","g",4,36,22,4,36,37,15,NA,1,557.6
"2019.09.17_0400 cfd_bxdlx g",2019-09-17,"0400",1568709382,"big_cage","CH02_2019-09-17_04_34_57__04_43_19.mp4",2,"imran",FALSE,"none","cfd","bxdlx","g",4,36,22,4,36,37,15,NA,1,426.316666666667
"2019.09.17_0400 bxdlx_ax g",2019-09-17,"0400",1568709426,"big_cage","CH02_2019-09-17_04_34_57__04_43_19.mp4",2,"imran",FALSE,"none","bxdlx","ax","g",4,37,6,4,37,18,12,NA,1,0.733333333333333
"2019.09.17_0400 ax_bd g",2019-09-17,"0400",1568709654,"big_cage","CH02_2019-09-17_04_34_57__04_43_19.mp4",2,"imran",FALSE,"none","ax","bd","g",4,40,54,4,41,15,21,NA,1,432.266666666667
"2019.09.17_0400 bd_ax g",2019-09-17,"0400",1568709654,"big_cage","CH02_2019-09-17_04_34_57__04_43_19.mp4",2,"imran",FALSE,"none","bd","ax","g",4,40,54,4,41,10,16,NA,1,38.0666666666667
"2019.09.17_0400 bdlx_bd g",2019-09-17,"0400",1568709785,"big_cage","CH02_2019-09-17_04_34_57__04_43_19.mp4",2,"imran",FALSE,"none","bdlx","bd","g",4,43,5,4,44,46,101,NA,0,427.716666666667
"2019.09.17_0400 bdlx_cfd g",2019-09-17,"0400",1568710244,"big_cage","CH02_2019-09-17_04_43_19__04_51_42.mp4",2,"imran",FALSE,"none","bdlx","cfd","g",4,50,44,4,51,4,20,NA,1,435.366666666667
"2019.09.17_0400 cfd_bdlx g",2019-09-17,"0400",1568710244,"big_cage","CH02_2019-09-17_04_43_19__04_51_42.mp4",2,"imran",FALSE,"none","cfd","bdlx","g",4,50,44,4,51,4,20,NA,1,14.3666666666667
"2019.09.17_0400 bes_cfd g",2019-09-17,"0400",1568710289,"big_cage","CH02_2019-09-17_04_43_19__04_51_42.mp4",2,"imran",FALSE,"none","bes","cfd","g",4,51,29,4,51,44,15,NA,1,419.533333333333
"2019.09.17_0400 cfd_bes g",2019-09-17,"0400",1568710307,"big_cage","CH02_2019-09-17_04_51_42__05_00_04.mp4",2,"imran",FALSE,"none","cfd","bes","g",4,51,47,4,52,9,22,NA,1,1.05
"2019.09.17_0400 bes_cfd g",2019-09-17,"0400",1568710307,"big_cage","CH02_2019-09-17_04_51_42__05_00_04.mp4",2,"imran",FALSE,"none","bes","cfd","g",4,51,47,4,52,13,26,NA,0,0.3
"2019.09.17_0400 bd_bes g",2019-09-17,"0400",1568710359,"big_cage","CH02_2019-09-17_04_51_42__05_00_04.mp4",2,"imran",FALSE,"none","bd","bes","g",4,52,39,4,52,44,5,NA,1,11.75
"2019.09.17_0400 bes_bd g",2019-09-17,"0400",1568710359,"big_cage","CH02_2019-09-17_04_51_42__05_00_04.mp4",2,"imran",FALSE,"none","bes","bd","g",4,52,39,4,52,44,5,NA,1,1.16666666666667
"2019.09.17_0400 bd_bes g",2019-09-17,"0400",1568710452,"big_cage","CH02_2019-09-17_04_51_42__05_00_04.mp4",2,"imran",FALSE,"none","bd","bes","g",4,54,12,4,54,20,8,NA,0,1.55
"2019.09.17_0400 bes_bd g",2019-09-17,"0400",1568710452,"big_cage","CH02_2019-09-17_04_51_42__05_00_04.mp4",2,"imran",FALSE,"none","bes","bd","g",4,54,12,4,54,20,8,NA,0,1.55
"2019.09.17_0500 clw_cldw g",2019-09-17,"0500",1568710838,"big_cage","CH02_2019-09-17_05_00_04__05_08_26.mp4",2,"imran",FALSE,"none","clw","cldw","g",5,0,38,5,0,44,6,NA,1,600.433333333333
"2019.09.17_0500 cldw_clw g",2019-09-17,"0500",1568710838,"big_cage","CH02_2019-09-17_05_00_04__05_08_26.mp4",2,"imran",FALSE,"none","cldw","clw","g",5,0,38,5,0,44,6,NA,1,452
"2019.09.17_0500 bes_cfd g",2019-09-17,"0500",1568712266,"big_cage","CH02_2019-09-17_05_16_49__05_25_11.mp4",2,"imran",FALSE,"none","bes","cfd","g",5,24,26,5,24,48,22,NA,1,31.7833333333333
"2019.09.17_0500 cfd_bes g",2019-09-17,"0500",1568712266,"big_cage","CH02_2019-09-17_05_16_49__05_25_11.mp4",2,"imran",FALSE,"none","cfd","bes","g",5,24,26,5,24,48,22,NA,0,32.65
"2019.09.17_0500 bes_cldw g",2019-09-17,"0500",1568712295,"big_cage","CH02_2019-09-17_05_16_49__05_25_11.mp4",2,"imran",FALSE,"none","bes","cldw","g",5,24,55,5,27,7,132,NA,1,0.483333333333333
"2019.09.17_0500 cldw_bes g",2019-09-17,"0500",1568712295,"big_cage","CH02_2019-09-17_05_16_49__05_25_11.mp4",2,"imran",FALSE,"none","cldw","bes","g",5,24,55,5,27,7,132,NA,1,24.2833333333333
"2019.09.17_0500 bes_cldw g",2019-09-17,"0500",1568712439,"big_cage","CH02_2019-09-17_05_25_11__05_33_33.mp4",2,"imran",FALSE,"none","bes","cldw","g",5,27,19,5,27,33,14,NA,0,2.4
"2019.09.17_0500 cldw_bes g",2019-09-17,"0500",1568712439,"big_cage","CH02_2019-09-17_05_25_11__05_33_33.mp4",2,"imran",FALSE,"none","cldw","bes","g",5,27,19,5,27,33,14,NA,0,2.4
"2019.09.17_0500 bes_cnone g",2019-09-17,"0500",1568712691,"big_cage","CH02_2019-09-17_05_25_11__05_33_33.mp4",2,"imran",FALSE,"none","bes","cnone","g",5,31,31,5,34,41,190,NA,1,6.6
"2019.09.17_0500 cnone_bes g",2019-09-17,"0500",1568712691,"big_cage","CH02_2019-09-17_05_25_11__05_33_33.mp4",2,"imran",FALSE,"none","cnone","bes","g",5,31,31,5,34,41,190,NA,1,481.466666666667
"2019.09.17_0500 cfd_blx g",2019-09-17,"0500",1568714306,"big_cage","CH02_2019-09-17_05_50_18__05_58_40.mp4",2,"imran",FALSE,"none","cfd","blx","g",5,58,26,5,58,47,21,NA,1,66.65
"2019.09.17_0500 blx_cfd g",2019-09-17,"0500",1568714306,"big_cage","CH02_2019-09-17_05_50_18__05_58_40.mp4",2,"imran",FALSE,"none","blx","cfd","g",5,58,26,5,58,47,21,NA,1,560.466666666667
"2019.09.17_0500 bs_addldd g",2019-09-17,"0500",1568714328,"big_cage","CH02_2019-09-17_05_58_40__05_59_59.mp4",2,"imran",FALSE,"none","bs","addldd","g",5,58,48,5,59,26,38,NA,0,495.05
"2019.09.17_0500 addldd_bs g",2019-09-17,"0500",1568714328,"big_cage","CH02_2019-09-17_05_58_40__05_59_59.mp4",2,"imran",FALSE,"none","addldd","bs","g",5,58,48,5,59,26,38,NA,0,495.05
"2019.09.17_0900 bscs_uri g",2019-09-17,"0900",1568725314,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","bscs","uri","g",9,1,54,9,3,32,98,NA,1,669.95
"2019.09.17_0900 adld_bes g",2019-09-17,"0900",1568725315,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","adld","bes","g",9,1,55,9,2,36,41,NA,1,1684.85
"2019.09.17_0900 bes_adld g",2019-09-17,"0900",1568725315,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","bes","adld","g",9,1,55,9,2,36,41,NA,1,210.4
"2019.09.17_0900 bey_addld g",2019-09-17,"0900",1568725319,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","bey","addld","g",9,1,59,9,2,28,29,NA,1,701.016666666667
"2019.09.17_0900 addld_bey g",2019-09-17,"0900",1568725328,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","addld","bey","g",9,2,8,9,2,28,20,NA,1,1675.5
"2019.09.17_0900 cdw_clwd g",2019-09-17,"0900",1568725338,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","cdw","clwd","g",9,2,18,9,2,40,22,NA,1,702.483333333333
"2019.09.17_0900 clwd_cdw g",2019-09-17,"0900",1568725338,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","clwd","cdw","g",9,2,18,9,2,40,22,NA,1,754.966666666667
"2019.09.17_0900 addld_bey g",2019-09-17,"0900",1568725357,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","addld","bey","g",9,2,37,9,2,43,6,NA,0,0.483333333333333
"2019.09.17_0900 bey_addld g",2019-09-17,"0900",1568725357,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","bey","addld","g",9,2,37,9,2,43,6,NA,0,0.633333333333333
"2019.09.17_0900 bes_bd g",2019-09-17,"0900",1568725375,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","bes","bd","g",9,2,55,9,3,29,34,NA,1,1
"2019.09.17_0900 bd_bes g",2019-09-17,"0900",1568725382,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","bd","bes","g",9,3,2,9,3,29,27,NA,0,250.383333333333
"2019.09.17_0900 clwd_bes g",2019-09-17,"0900",1568725409,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","clwd","bes","g",9,3,29,9,3,40,11,NA,1,1.18333333333333
"2019.09.17_0900 bes_clwd g",2019-09-17,"0900",1568725409,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","bes","clwd","g",9,3,29,9,3,40,11,NA,1,0.566666666666667
"2019.09.17_0900 bd_uri g",2019-09-17,"0900",1568725411,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","bd","uri","g",9,3,31,9,4,7,36,NA,1,250.866666666667
"2019.09.17_0900 clwd_adld g",2019-09-17,"0900",1568725431,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","clwd","adld","g",9,3,51,9,4,5,14,NA,1,0.366666666666667
"2019.09.17_0900 bd_bxdlx g",2019-09-17,"0900",1568725448,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","bd","bxdlx","g",9,4,8,9,4,37,29,NA,1,0.616666666666667
"2019.09.17_0900 bxdlx_bd g",2019-09-17,"0900",1568725448,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","bxdlx","bd","g",9,4,8,9,4,37,29,NA,1,267.033333333333
"2019.09.17_0900 ax_bes g",2019-09-17,"0900",1568725458,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","ax","bes","g",9,4,18,9,4,36,18,NA,1,263.4
"2019.09.17_0900 bes_ax g",2019-09-17,"0900",1568725458,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","bes","ax","g",9,4,18,9,4,36,18,NA,1,0.816666666666667
"2019.09.17_0900 ax_addldd g",2019-09-17,"0900",1568725491,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","ax","addldd","g",9,4,51,9,4,58,7,NA,1,0.55
"2019.09.17_0900 addldd_ax g",2019-09-17,"0900",1568725491,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","addldd","ax","g",9,4,51,9,4,58,7,NA,1,681.1
"2019.09.17_0900 addldd_uri g",2019-09-17,"0900",1568725505,"big_cage","CH02_2019-09-17_08_59_58__09_07_02.mp4",2,"imran",TRUE,"adld, cww","addldd","uri","g",9,5,5,9,5,20,15,NA,1,0.233333333333333
"2019.09.17_0900 cldw_cnone g",2019-09-17,"0900",1568725505,"big_cage","CH03_2019-09-17_08_59_59__09_07_13.mp4",3,"imran",TRUE,"adld, cww","cldw","cnone","g",9,5,5,9,7,47,162,NA,1,220.166666666667
"2019.09.17_0900 cnone_cldw g",2019-09-17,"0900",1568725505,"big_cage","CH03_2019-09-17_08_59_59__09_07_13.mp4",3,"imran",TRUE,"adld, cww","cnone","cldw","g",9,5,5,9,7,47,162,NA,1,213.566666666667
"2019.09.17_0900 clw_cnone g",2019-09-17,"0900",1568725689,"big_cage","CH03_2019-09-17_09_07_13__09_15_35.mp4",3,"imran",TRUE,"adld, cww","clw","cnone","g",9,8,9,9,8,27,18,NA,1,247.516666666667
"2019.09.17_0900 cnone_clw g",2019-09-17,"0900",1568725693,"big_cage","CH03_2019-09-17_09_07_13__09_15_35.mp4",3,"imran",TRUE,"adld, cww","cnone","clw","g",9,8,13,9,8,27,14,NA,1,3.13333333333333
"2019.09.17_0900 addldd_bes g",2019-09-17,"0900",1568725702,"big_cage","CH02_2019-09-17_09_07_02__09_15_24.mp4",2,"imran",TRUE,"adld, cww","addldd","bes","g",9,8,22,9,9,59,97,NA,1,3.28333333333333
"2019.09.17_0900 bes_addldd g",2019-09-17,"0900",1568725702,"big_cage","CH02_2019-09-17_09_07_02__09_15_24.mp4",2,"imran",TRUE,"adld, cww","bes","addldd","g",9,8,22,9,9,59,97,NA,1,4.06666666666667
"2019.09.17_0900 bd_adld g",2019-09-17,"0900",1568725703,"big_cage","CH02_2019-09-17_09_07_02__09_15_24.mp4",2,"imran",TRUE,"adld, cww","bd","adld","g",9,8,23,9,9,4,41,NA,1,4.25
"2019.09.17_0900 adld_bd g",2019-09-17,"0900",1568725703,"big_cage","CH02_2019-09-17_09_07_02__09_15_24.mp4",2,"imran",TRUE,"adld, cww","adld","bd","g",9,8,23,9,9,4,41,NA,1,6.46666666666667
"2019.09.17_0900 clwd_cdw g",2019-09-17,"0900",1568725801,"big_cage","CH02_2019-09-17_09_07_02__09_15_24.mp4",2,"imran",TRUE,"adld, cww","clwd","cdw","g",9,10,1,9,10,31,30,NA,1,6.16666666666667
"2019.09.17_0900 adld_addldd g",2019-09-17,"0900",1568725803,"big_cage","CH02_2019-09-17_09_07_02__09_15_24.mp4",2,"imran",TRUE,"adld, cww","adld","addldd","g",9,10,3,9,13,21,198,NA,1,1.66666666666667
"2019.09.17_0900 addldd_adld g",2019-09-17,"0900",1568725803,"big_cage","CH02_2019-09-17_09_07_02__09_15_24.mp4",2,"imran",TRUE,"adld, cww","addldd","adld","g",9,10,3,9,13,39,216,NA,1,1.68333333333333
"2019.09.17_0900 addldd_uri g",2019-09-17,"0900",1568726058,"big_cage","CH02_2019-09-17_09_07_02__09_15_24.mp4",2,"imran",TRUE,"adld, cww","addldd","uri","g",9,14,18,9,15,8,50,NA,1,4.25
"2019.09.17_0900 bs_addldd g",2019-09-17,"0900",1568726143,"big_cage","CH02_2019-09-17_09_15_24__09_23_46.mp4",2,"imran",TRUE,"adld, cww","bs","addldd","g",9,15,43,9,17,15,92,NA,0,691.966666666667
"2019.09.17_0900 addldd_bs g",2019-09-17,"0900",1568726143,"big_cage","CH02_2019-09-17_09_15_24__09_23_46.mp4",2,"imran",TRUE,"adld, cww","addldd","bs","g",9,15,43,9,17,15,92,NA,1,1.41666666666667
"2019.09.17_0900 bd_uri g",2019-09-17,"0900",1568726182,"big_cage","CH02_2019-09-17_09_15_24__09_23_46.mp4",2,"imran",TRUE,"adld, cww","bd","uri","g",9,16,22,9,16,56,34,NA,1,7.98333333333333
"2019.09.17_0900 ax_bes g",2019-09-17,"0900",1568726265,"big_cage","CH02_2019-09-17_09_15_24__09_23_46.mp4",2,"imran",TRUE,"adld, cww","ax","bes","g",9,17,45,9,17,53,8,NA,1,12.9
"2019.09.17_0900 bes_ax g",2019-09-17,"0900",1568726265,"big_cage","CH02_2019-09-17_09_15_24__09_23_46.mp4",2,"imran",TRUE,"adld, cww","bes","ax","g",9,17,45,9,17,53,8,NA,1,9.38333333333333
"2019.09.17_0900 ax_adld g",2019-09-17,"0900",1568726305,"big_cage","CH02_2019-09-17_09_15_24__09_23_46.mp4",2,"imran",TRUE,"adld, cww","ax","adld","g",9,18,25,9,18,34,9,NA,1,0.666666666666667
"2019.09.17_0900 adld_ax g",2019-09-17,"0900",1568726305,"big_cage","CH02_2019-09-17_09_15_24__09_23_46.mp4",2,"imran",TRUE,"adld, cww","adld","ax","g",9,18,25,9,18,34,9,NA,1,8.36666666666667
"2019.09.17_0900 bdlx_cnone g",2019-09-17,"0900",1568726361,"big_cage","CH02_2019-09-17_09_15_24__09_23_46.mp4",2,"imran",TRUE,"adld, cww","bdlx","cnone","g",9,19,21,9,19,50,29,NA,1,268.616666666667
"2019.09.17_0900 cnone_bdlx g",2019-09-17,"0900",1568726366,"big_cage","CH02_2019-09-17_09_15_24__09_23_46.mp4",2,"imran",TRUE,"adld, cww","cnone","bdlx","g",9,19,26,9,19,50,24,NA,1,11.2166666666667
"2019.09.17_0900 addldd_uri g",2019-09-17,"0900",1568728015,"big_cage","CH02_2019-09-17_09_40_31__09_48_53.mp4",2,"imran",TRUE,"adld, cww","addldd","uri","g",9,46,55,9,47,0,5,NA,1,31.2
"2019.09.17_0900 adld_cnone g",2019-09-17,"0900",1568728449,"big_cage","CH02_2019-09-17_09_48_53__09_57_16.mp4",2,"imran",TRUE,"adld, cww","adld","cnone","g",9,54,9,9,54,56,47,NA,1,35.7333333333333
"2019.09.17_0900 cnone_adld g",2019-09-17,"0900",1568728449,"big_cage","CH02_2019-09-17_09_48_53__09_57_16.mp4",2,"imran",TRUE,"adld, cww","cnone","adld","g",9,54,9,9,54,56,47,NA,1,34.7166666666667
"2019.09.17_1900 blx_bxx g",2019-09-17,"1900",1568761360,"big_cage","CH02_2019-09-17_18_59_59__19_02_50.mp4",2,"imran",FALSE,"none","blx","bxx","g",19,2,40,19,2,45,5,NA,1,784.233333333333
"2019.09.17_1900 bxx_blx g",2019-09-17,"1900",1568761360,"big_cage","CH02_2019-09-17_18_59_59__19_02_50.mp4",2,"imran",FALSE,"none","bxx","blx","g",19,2,40,19,2,45,5,NA,1,2230.75
"2019.09.17_1900 adld_bdlx g",2019-09-17,"1900",1568761984,"big_cage","CH02_2019-09-17_19_11_12__19_19_34.mp4",2,"imran",FALSE,"none","adld","bdlx","g",19,13,4,19,13,18,14,NA,1,558.916666666667
"2019.09.17_1900 bdlx_adld g",2019-09-17,"1900",1568761984,"big_cage","CH02_2019-09-17_19_11_12__19_19_34.mp4",2,"imran",FALSE,"none","bdlx","adld","g",19,13,4,19,13,18,14,NA,1,593.716666666667
"2019.09.17_1900 bscs_bes g",2019-09-17,"1900",1568762467,"big_cage","CH02_2019-09-17_19_19_34__19_27_57.mp4",2,"imran",FALSE,"none","bscs","bes","g",19,21,7,19,22,3,56,NA,1,619.216666666667
"2019.09.17_1900 bes_bscs g",2019-09-17,"1900",1568762494,"big_cage","CH02_2019-09-17_19_19_34__19_27_57.mp4",2,"imran",FALSE,"none","bes","bscs","g",19,21,34,19,22,3,29,NA,1,603.816666666667
"2019.09.17_1900 bscs_cnone g",2019-09-17,"1900",1568762528,"big_cage","CH02_2019-09-17_19_19_34__19_27_57.mp4",2,"imran",FALSE,"none","bscs","cnone","g",19,22,8,19,24,11,123,NA,1,1.01666666666667
"2019.09.17_1900 cnone_bscs g",2019-09-17,"1900",1568762528,"big_cage","CH02_2019-09-17_19_19_34__19_27_57.mp4",2,"imran",FALSE,"none","cnone","bscs","g",19,22,8,19,23,2,54,NA,1,567.983333333333
"2019.09.17_1900 cnone_bscs g",2019-09-17,"1900",1568762596,"big_cage","CH02_2019-09-17_19_19_34__19_27_57.mp4",2,"imran",FALSE,"none","cnone","bscs","g",19,23,16,19,24,11,55,NA,0,1.13333333333333
"2019.09.17_1900 bscs_addldd g",2019-09-17,"1900",1568762655,"big_cage","CH02_2019-09-17_19_19_34__19_27_57.mp4",2,"imran",FALSE,"none","bscs","addldd","g",19,24,15,19,24,29,14,NA,1,2.11666666666667
"2019.09.17_1900 blx_bxx g",2019-09-17,"1900",1568762899,"big_cage","CH02_2019-09-17_19_27_57__19_36_19.mp4",2,"imran",FALSE,"none","blx","bxx","g",19,28,19,19,28,25,6,NA,0,25.65
"2019.09.17_1900 bxx_blx g",2019-09-17,"1900",1568762899,"big_cage","CH02_2019-09-17_19_27_57__19_36_19.mp4",2,"imran",FALSE,"none","bxx","blx","g",19,28,19,19,28,25,6,NA,0,25.65
"2019.09.17_1900 bes_bscs g",2019-09-17,"1900",1568763318,"big_cage","CH02_2019-09-17_19_27_57__19_36_19.mp4",2,"imran",FALSE,"none","bes","bscs","g",19,35,18,19,35,29,11,NA,0,13.7333333333333
"2019.09.17_1900 bes_bscs g",2019-09-17,"1900",1568763340,"big_cage","CH02_2019-09-17_19_27_57__19_36_19.mp4",2,"imran",FALSE,"none","bes","bscs","g",19,35,40,19,35,45,5,NA,0,14.1
"2019.09.17_1900 bes_clw g",2019-09-17,"1900",1568763354,"big_cage","CH02_2019-09-17_19_27_57__19_36_19.mp4",2,"imran",FALSE,"none","bes","clw","g",19,35,54,19,36,19,25,NA,1,14.3333333333333
"2019.09.17_1900 clw_bes g",2019-09-17,"1900",1568763354,"big_cage","CH02_2019-09-17_19_27_57__19_36_19.mp4",2,"imran",FALSE,"none","clw","bes","g",19,35,54,19,36,19,25,NA,1,627.75
"2019.09.17_1900 bs_cnone g",2019-09-17,"1900",1568763411,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bs","cnone","g",19,36,51,19,36,56,5,NA,1,1313.1
"2019.09.17_1900 cnone_bs g",2019-09-17,"1900",1568763411,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","cnone","bs","g",19,36,51,19,36,56,5,NA,1,14.7166666666667
"2019.09.17_1900 bs_cldw g",2019-09-17,"1900",1568763501,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bs","cldw","g",19,38,21,19,38,46,25,NA,1,1.5
"2019.09.17_1900 bs_adld g",2019-09-17,"1900",1568763559,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bs","adld","g",19,39,19,19,40,12,53,NA,1,0.966666666666667
"2019.09.17_1900 adld_bs g",2019-09-17,"1900",1568763559,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","adld","bs","g",19,39,19,19,40,12,53,NA,1,26.25
"2019.09.17_1900 bd_bscs g",2019-09-17,"1900",1568763562,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bd","bscs","g",19,39,22,19,39,29,7,NA,1,623
"2019.09.17_1900 bscs_bd g",2019-09-17,"1900",1568763562,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bscs","bd","g",19,39,22,19,41,44,142,NA,1,15.1166666666667
"2019.09.17_1900 bs_adld g",2019-09-17,"1900",1568763622,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bs","adld","g",19,40,22,19,40,44,22,NA,0,1.05
"2019.09.17_1900 adld_bs g",2019-09-17,"1900",1568763622,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","adld","bs","g",19,40,22,19,40,40,18,NA,0,1.05
"2019.09.17_1900 bd_bscs g",2019-09-17,"1900",1568763628,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bd","bscs","g",19,40,28,19,41,9,41,NA,0,1.1
"2019.09.17_1900 bd_bscs g",2019-09-17,"1900",1568763677,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bd","bscs","g",19,41,17,19,41,28,11,NA,0,1.91666666666667
"2019.09.17_1900 bscs_adld g",2019-09-17,"1900",1568763707,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bscs","adld","g",19,41,47,19,42,4,17,NA,1,2.41666666666667
"2019.09.17_1900 adld_bscs g",2019-09-17,"1900",1568763707,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","adld","bscs","g",19,41,47,19,42,4,17,NA,1,2.46666666666667
"2019.09.17_1900 bscs_uri g",2019-09-17,"1900",1568763725,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bscs","uri","g",19,42,5,19,43,13,68,"uri attached to bd",1,0.3
"2019.09.17_1900 bscs_adldd g",2019-09-17,"1900",1568763814,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bscs","adldd","g",19,43,34,19,43,42,8,NA,1,1.48333333333333
"2019.09.17_1900 adldd_bscs g",2019-09-17,"1900",1568763814,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","adldd","bscs","g",19,43,34,19,43,42,8,NA,1,1364.7
"2019.09.17_1900 bes_addldd g",2019-09-17,"1900",1568763845,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","bes","addldd","g",19,44,5,19,44,30,25,NA,1,8.18333333333333
"2019.09.17_1900 addldd_bes g",2019-09-17,"1900",1568763845,"big_cage","CH02_2019-09-17_19_36_19__19_44_41.mp4",2,"imran",FALSE,"none","addldd","bes","g",19,44,5,19,44,30,25,NA,1,597.166666666667
"2019.09.17_1900 adld_adldd g",2019-09-17,"1900",1568763938,"big_cage","CH02_2019-09-17_19_44_41__19_53_03.mp4",2,"imran",FALSE,"none","adld","adldd","g",19,45,38,19,46,16,38,NA,1,3.85
"2019.09.17_1900 adldd_adld g",2019-09-17,"1900",1568763938,"big_cage","CH02_2019-09-17_19_44_41__19_53_03.mp4",2,"imran",FALSE,"none","adldd","adld","g",19,45,38,19,46,16,38,NA,1,2.06666666666667
"2019.09.17_1900 bes_addldd g",2019-09-17,"1900",1568764180,"big_cage","CH02_2019-09-17_19_44_41__19_53_03.mp4",2,"imran",FALSE,"none","bes","addldd","g",19,49,40,19,50,19,39,NA,0,5.58333333333333
